Found total 1983 regions
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11391,2012-01-09,A,300,12,Dko,&beta;,2,0,0,4,
11391,2012-01-10,A,280,22,Dsc,&beta;&gamma;,0,0,0,1,
11391,2012-01-11,A,270,22,Dki,&beta;,0,0,0,0,
11391,2012-01-12,A,270,20,Ekc,&beta;,0,0,0,0,
11391,2012-01-13,A,180,11,Cao,&beta;,1,0,0,1,
11391,2012-01-14,A,120,11,Dao,&beta;,0,0,0,0,
11391,2012-01-15,A,120,9,Dao,&beta;,2,0,0,2,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11392,2012-01-04,A,10,3,Bxo,&beta;,0,0,0,0,
11392,2012-01-05,A,10,5,Bxo,&beta;,1,0,0,1,
11392,2012-01-06,A,10,2,Bxo,&beta;,2,0,0,2,
11392,2012-01-07,A,40,8,Dao,&beta;,0,0,0,0,
11392,2012-01-08,A,50,5,Dao,&beta;,0,0,0,0,
11392,2012-01-09,A,20,2,Cso,&beta;,0,0,0,0,
11392,2012-01-10,A,10,1,Axx,&alpha;,1,0,0,2,
11392,2012-01-11,P,,0,,,2,0,0,3,
11392,2012-01-12,,,,,,1,0,0,1,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11393,2012-01-04,,,,,,1,0,0,1,
11393,2012-01-05,,,,,,0,0,0,0,
11393,2012-01-06,A,40,9,Dao,&beta;,0,0,0,0,
11393,2012-01-07,A,30,7,Cro,&beta;,1,0,0,1,
11393,2012-01-08,A,100,10,Dao,&beta;,4,0,0,6,
11393,2012-01-09,A,250,13,Dki,&beta;,1,0,0,1,
11393,2012-01-10,A,520,15,Eki,&beta;&gamma;,1,0,0,1,
11393,2012-01-11,A,530,8,Eki,&beta;&gamma;,3,0,0,3,
11393,2012-01-12,A,560,10,Eko,&beta;,2,0,0,4,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11394,2012-01-07,A,10,2,Axx,&alpha;,0,0,0,0,
11394,2012-01-08,A,10,2,Bxo,&beta;,0,0,0,0,
11394,2012-01-09,P,,0,,,0,0,0,1,
11394,2012-01-10,P,,0,,,0,0,0,0,
11394,2012-01-11,P,,0,,,0,0,0,0,
11394,2012-01-12,P,,0,,,0,0,0,0,
11394,2012-01-13,P,,0,,,0,0,0,0,
11394,2012-01-14,P,,0,,,0,0,0,0,
11394,2012-01-15,P,,0,,,0,0,0,0,
11394,2012-01-16,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11395,2012-01-09,A,120,1,Hsx,&alpha;,1,0,0,1,
11395,2012-01-10,A,160,1,Hsx,&alpha;,0,0,0,0,
11395,2012-01-11,A,180,3,Cao,&beta;,1,0,0,1,
11395,2012-01-12,A,90,4,Hsx,&alpha;,1,0,0,1,
11395,2012-01-13,A,70,2,Hsx,&alpha;,0,0,0,0,
11395,2012-01-14,A,40,2,Hsx,&alpha;,0,0,0,0,
11395,2012-01-15,A,20,2,Hsx,&alpha;,0,0,0,0,
11395,2012-01-16,A,10,2,Hsx,&alpha;,0,0,0,0,
11395,2012-01-17,A,10,1,Hsx,&alpha;,0,0,0,0,
11395,2012-01-18,P,,0,,,0,0,0,0,
11395,2012-01-19,P,,0,,,0,0,0,0,
11395,2012-01-20,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11396,2012-01-13,A,10,2,Bxo,&beta;,0,0,0,0,
11396,2012-01-14,A,70,10,Dai,&beta;,1,0,0,1,
11396,2012-01-15,A,110,15,Dao,&beta;,0,0,0,0,
11396,2012-01-16,A,80,10,Dao,&beta;,0,0,0,0,
11396,2012-01-17,A,40,10,Dso,&beta;,0,0,0,0,
11396,2012-01-18,A,30,17,Dro,&beta;,1,0,0,1,
11396,2012-01-19,A,10,4,Bxo,&beta;,1,0,0,1,
11396,2012-01-20,P,,0,,,1,0,0,1,
11396,2012-01-21,P,,0,,,1,0,0,1,
11396,2012-01-22,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11397,2012-01-14,A,40,4,Dao,&beta;,0,0,0,0,
11397,2012-01-15,A,30,4,Dao,&beta;,0,0,0,0,
11397,2012-01-16,A,15,3,Cao,&beta;,0,0,0,0,
11397,2012-01-17,P,,0,,,0,0,0,0,
11397,2012-01-18,P,,0,,,0,0,0,0,
11397,2012-01-19,P,,0,,,0,0,0,0,
11397,2012-01-20,P,,0,,,0,0,0,0,
11397,2012-01-21,P,,0,,,0,0,0,0,
11397,2012-01-22,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11398,2012-01-14,A,15,4,Dao,&beta;,0,0,0,0,
11398,2012-01-15,A,50,13,Dao,&beta;,0,0,0,0,
11398,2012-01-16,A,50,9,Dao,&beta;,0,0,0,0,
11398,2012-01-17,A,50,5,Cro,&beta;,0,0,0,0,
11398,2012-01-18,A,10,3,Bxo,&beta;,0,0,0,0,
11398,2012-01-19,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11399,2012-01-13,,,,,,0,0,0,1,
11399,2012-01-14,,,,,,0,0,0,0,
11399,2012-01-15,A,30,4,Cao,&beta;,0,0,0,0,
11399,2012-01-16,A,20,2,Hax,&alpha;,0,0,0,0,
11399,2012-01-17,A,20,1,Hsx,&alpha;,0,0,0,0,
11399,2012-01-18,A,20,1,Hrx,&alpha;,0,0,0,0,
11399,2012-01-19,A,20,1,Hsx,&alpha;,0,0,0,0,
11399,2012-01-20,A,10,1,Axx,&alpha;,0,0,0,0,
11399,2012-01-21,P,,0,,,0,0,0,0,
11399,2012-01-22,P,,0,,,0,0,0,0,
11399,2012-01-23,P,,0,,,0,0,0,0,
11399,2012-01-24,P,,0,,,0,0,0,0,
11399,2012-01-25,P,,0,,,0,0,0,0,
11399,2012-01-26,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11400,2012-01-15,A,10,3,Cro,&beta;,0,0,0,0,
11400,2012-01-16,A,10,2,Cso,&beta;,0,0,0,0,
11400,2012-01-17,P,,0,,,0,0,0,0,
11400,2012-01-18,P,,0,,,0,0,0,0,
11400,2012-01-19,P,,0,,,0,0,0,0,
11400,2012-01-20,P,,0,,,0,0,0,0,
11400,2012-01-21,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11401,2012-01-13,,,,,,1,0,0,1,
11401,2012-01-14,,,,,,5,1,0,6,
11401,2012-01-15,A,40,2,Hsx,&alpha;,3,0,0,3,
11401,2012-01-16,A,200,14,Dai,&beta;,6,0,0,6,
11401,2012-01-17,A,420,13,Eso,&beta;,2,1,0,3,
11401,2012-01-18,A,480,18,Ekc,&beta;&gamma;,2,1,0,4,
11401,2012-01-19,A,450,18,Ekc,&beta;&gamma;,1,0,0,1,
11401,2012-01-20,A,540,22,Eki,&beta;&gamma;,2,0,0,3,
11401,2012-01-21,A,380,19,Eki,&beta;,1,0,0,1,
11401,2012-01-22,A,350,19,Eki,&beta;,5,0,0,5,
11401,2012-01-23,A,260,21,Eki,&beta;&gamma;,1,0,0,1,
11401,2012-01-24,A,170,22,Eso,&beta;&gamma;,1,0,0,1,
11401,2012-01-25,A,170,22,Eso,&beta;&gamma;,0,0,0,1,
11401,2012-01-26,A,50,6,Cso,&beta;,0,0,0,0,
11401,2012-01-27,P,,0,,,2,0,0,2,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11402,2012-01-15,A,100,3,Hsx,&alpha;,0,0,0,0,
11402,2012-01-16,A,270,7,Dho,&beta;,2,0,0,2,
11402,2012-01-17,A,480,6,Cko,&beta;,0,0,0,0,
11402,2012-01-18,A,630,7,Eko,&beta;&gamma;,0,0,0,2,
11402,2012-01-19,A,550,8,Dko,&beta;,1,2,0,4,
11402,2012-01-20,A,500,12,Dko,&beta;,0,0,0,0,
11402,2012-01-21,A,310,9,Dki,&beta;,1,0,0,1,
11402,2012-01-22,A,360,7,Dko,&beta;,0,0,0,2,
11402,2012-01-23,A,370,8,Dko,&beta;,1,1,0,2,
11402,2012-01-24,A,290,11,Cko,&beta;,3,0,0,4,
11402,2012-01-25,A,370,12,Dhi,&beta;,0,0,0,2,
11402,2012-01-26,A,200,6,Dai,&beta;&gamma;,8,0,0,8,
11402,2012-01-27,A,270,9,Dsc,&beta;,2,0,1,3,
11402,2012-01-28,A,60,3,Cso,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11403,2012-01-16,A,10,2,Bxo,&beta;,0,0,0,0,
11403,2012-01-17,P,,0,,,0,0,0,0,
11403,2012-01-18,A,10,5,Bxo,&beta;,0,0,0,1,
11403,2012-01-19,A,20,5,Cro,&beta;,0,0,0,0,
11403,2012-01-20,A,30,5,Cro,&beta;,0,0,0,0,
11403,2012-01-21,P,,0,,,0,0,0,0,
11403,2012-01-22,P,,0,,,0,0,0,0,
11403,2012-01-23,P,,0,,,0,0,0,0,
11403,2012-01-24,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11404,2012-01-17,A,30,3,Dso,&beta;,0,0,0,0,
11404,2012-01-18,A,10,3,Bxo,&beta;,0,0,0,0,
11404,2012-01-19,P,,0,,,0,0,0,0,
11404,2012-01-20,P,,0,,,0,0,0,0,
11404,2012-01-21,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11405,2012-01-14,,,,,,2,0,0,2,
11405,2012-01-15,,,,,,2,0,0,2,
11405,2012-01-16,,,,,,0,0,0,0,
11405,2012-01-17,A,20,1,Hsx,&alpha;,1,0,0,1,
11405,2012-01-18,A,50,1,Hsx,&alpha;,0,0,0,0,
11405,2012-01-19,A,40,2,Hsx,&alpha;,0,0,0,0,
11405,2012-01-20,A,40,1,Hsx,&alpha;,0,0,0,0,
11405,2012-01-21,A,30,1,Hsx,&alpha;,0,0,0,0,
11405,2012-01-22,A,30,4,Cso,&beta;,0,0,0,0,
11405,2012-01-23,A,10,1,Axx,&alpha;,0,0,0,0,
11405,2012-01-24,A,30,5,Cso,&beta;,0,0,0,0,
11405,2012-01-25,A,30,3,Cso,&beta;,0,0,0,0,
11405,2012-01-26,A,20,2,Cso,&beta;,0,0,0,0,
11405,2012-01-27,A,10,1,Axx,&alpha;,0,0,0,0,
11405,2012-01-28,P,,0,,,0,0,0,0,
11405,2012-01-29,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11406,2012-01-18,A,30,7,Dro,&beta;,0,0,0,0,
11406,2012-01-19,A,30,2,Cso,&beta;,0,0,0,0,
11406,2012-01-20,A,10,1,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11407,2012-01-13,,,,,,1,0,0,1,
11407,2012-01-14,,,,,,0,0,0,0,
11407,2012-01-15,,,,,,0,0,0,0,
11407,2012-01-16,,,,,,0,0,0,0,
11407,2012-01-17,,,,,,0,0,0,0,
11407,2012-01-18,,,,,,0,0,0,0,
11407,2012-01-19,A,10,2,Bxo,&beta;,0,0,0,0,
11407,2012-01-20,A,10,5,Bxo,&beta;,0,0,0,0,
11407,2012-01-21,A,50,8,Dso,&beta;,0,0,0,0,
11407,2012-01-22,A,70,10,Dro,&beta;,0,0,0,0,
11407,2012-01-23,A,70,8,Dso,&beta;,0,0,0,0,
11407,2012-01-24,A,50,5,Dso,&beta;,0,0,0,0,
11407,2012-01-25,A,100,4,Cso,&beta;,0,0,0,0,
11407,2012-01-26,A,10,2,Bxo,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11408,2012-01-22,A,120,1,Hax,&alpha;,0,0,0,0,
11408,2012-01-23,A,70,2,Hsx,&alpha;,0,0,0,0,
11408,2012-01-24,A,100,2,Hsx,&alpha;,0,0,0,0,
11408,2012-01-25,A,100,2,Hsx,&alpha;,0,0,0,0,
11408,2012-01-26,A,70,2,Hsx,&alpha;,0,0,0,0,
11408,2012-01-27,A,110,4,Cso,&beta;,0,0,0,0,
11408,2012-01-28,A,80,5,Cao,&beta;,0,0,0,0,
11408,2012-01-29,A,60,2,Hax,&alpha;,0,0,0,0,
11408,2012-01-30,A,90,2,Hax,&alpha;,0,0,0,0,
11408,2012-01-31,A,60,3,Hsx,&alpha;,0,0,0,0,
11408,2012-02-01,A,50,1,Hsx,&alpha;,1,0,0,3,
11408,2012-02-02,A,70,1,Hsx,&alpha;,0,0,0,1,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11409,2012-01-18,,,,,,0,0,0,1,
11409,2012-01-19,,,,,,0,0,0,0,
11409,2012-01-20,,,,,,0,0,0,0,
11409,2012-01-21,,,,,,0,0,0,0,
11409,2012-01-22,A,0,1,Axx,&alpha;,0,0,0,0,
11409,2012-01-23,A,10,3,Bxo,&beta;,0,0,0,0,
11409,2012-01-24,A,100,3,Cao,&beta;,0,0,0,0,
11409,2012-01-25,A,110,2,Hsx,&alpha;,0,0,0,0,
11409,2012-01-26,P,,0,,,0,0,0,0,
11409,2012-01-27,P,,0,,,1,0,0,1,
11409,2012-01-28,P,,0,,,0,0,0,0,
11409,2012-01-29,P,,0,,,0,0,0,0,
11409,2012-01-30,P,,0,,,0,0,0,0,
11409,2012-01-31,P,,0,,,0,0,0,0,
11409,2012-02-01,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11410,2012-01-27,A,120,1,Hsx,&alpha;,0,0,0,0,
11410,2012-01-28,A,150,1,Hsx,&alpha;,0,0,0,0,
11410,2012-01-29,A,150,1,Hsx,&alpha;,0,0,0,2,
11410,2012-01-30,A,160,4,Cso,&beta;,0,0,0,0,
11410,2012-01-31,A,170,4,Hsx,&alpha;,0,0,0,1,
11410,2012-02-01,A,200,8,Cso,&beta;,0,0,0,0,
11410,2012-02-02,A,240,13,Cso,&beta;,0,0,0,0,
11410,2012-02-03,A,240,13,Cso,&beta;,0,0,0,1,
11410,2012-02-04,A,190,4,Cso,&beta;,0,0,0,0,
11410,2012-02-05,A,190,2,Cso,&beta;,0,0,0,3,
11410,2012-02-06,A,130,3,Cso,&beta;,2,1,0,11,
11410,2012-02-07,A,180,6,Eai,&beta;&gamma;,6,0,0,9,
11410,2012-02-08,A,200,3,Eso,&beta;,1,0,0,1,
11410,2012-02-09,A,80,3,Dao,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11411,2012-01-29,A,0,1,Axx,&alpha;,0,0,0,0,
11411,2012-01-30,A,10,6,Bxo,&beta;,0,0,0,1,
11411,2012-01-31,A,10,6,Bxo,&beta;,0,0,0,0,
11411,2012-02-01,A,30,7,Dro,&beta;,0,0,0,1,
11411,2012-02-02,A,10,7,Bxo,&beta;,0,0,0,0,
11411,2012-02-03,A,10,7,Bxo,&beta;,0,0,0,0,
11411,2012-02-04,P,,0,,,0,0,0,0,
11411,2012-02-05,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11412,2012-01-30,A,10,4,Bxo,&beta;,0,0,0,0,
11412,2012-01-31,A,10,2,Axx,&alpha;,0,0,0,0,
11412,2012-02-01,P,,0,,,0,0,0,0,
11412,2012-02-02,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11413,2012-01-28,,,,,,1,0,0,1,
11413,2012-01-29,,,,,,0,0,0,0,
11413,2012-01-30,A,20,8,Bxo,&beta;,0,0,0,0,
11413,2012-01-31,A,80,11,Dso,&beta;,0,0,0,0,
11413,2012-02-01,A,60,15,Cso,&beta;,0,0,0,0,
11413,2012-02-02,A,100,24,Csi,&beta;,0,0,0,2,
11413,2012-02-03,A,100,24,Csi,&beta;,0,0,0,0,
11413,2012-02-04,A,90,15,Dso,&beta;,0,0,0,0,
11413,2012-02-05,A,70,9,Dso,&beta;,0,0,0,0,
11413,2012-02-06,A,30,2,Cso,&beta;,0,0,0,0,
11413,2012-02-07,A,30,1,Hrx,&alpha;,0,0,0,0,
11413,2012-02-08,A,10,1,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11414,2012-02-05,A,10,2,Bxo,&beta;,0,0,0,0,
11414,2012-02-06,A,10,2,Bxo,&beta;,0,0,0,0,
11414,2012-02-07,P,,0,,,0,0,0,0,
11414,2012-02-08,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11415,2012-02-08,,,,,,2,0,0,3,
11415,2012-02-09,A,10,5,Cso,&beta;,1,0,0,2,
11415,2012-02-10,A,60,5,Cso,&beta;,1,0,0,2,
11415,2012-02-11,A,10,2,Bxo,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11416,2012-02-09,,,,,,1,0,0,3,
11416,2012-02-10,A,90,8,Dai,&beta;,0,0,0,9,
11416,2012-02-11,A,100,17,Dsi,&beta;&gamma;,0,0,0,0,
11416,2012-02-12,A,400,27,Dhi,&beta;&gamma;,0,0,0,0,
11416,2012-02-13,A,380,16,Eki,&beta;,0,0,0,0,
11416,2012-02-14,A,270,11,Eko,&beta;,0,0,0,3,
11416,2012-02-15,A,250,15,Eko,&beta;,0,0,0,2,
11416,2012-02-16,A,190,7,Eso,&beta;,0,0,0,0,
11416,2012-02-17,A,160,7,Eso,&beta;,0,0,0,0,
11416,2012-02-18,A,110,1,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11417,2012-02-11,A,10,2,Bxo,&beta;,2,0,0,2,
11417,2012-02-12,A,20,3,Cro,&beta;,0,0,0,0,
11417,2012-02-13,A,30,5,Cso,&beta;,0,0,0,0,
11417,2012-02-14,P,,0,,,0,0,0,2,
11417,2012-02-15,P,,0,,,0,0,0,1,
11417,2012-02-16,P,,0,,,0,0,0,0,
11417,2012-02-17,P,,0,,,0,0,0,1,
11417,2012-02-18,P,,0,,,0,0,0,1,
11417,2012-02-19,P,,0,,,0,0,0,0,
11417,2012-02-20,P,,0,,,0,0,0,0,
11417,2012-02-21,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11418,2012-02-12,,,,,,0,0,0,2,
11418,2012-02-13,A,10,4,Bxo,&beta;,0,0,0,0,
11418,2012-02-14,A,10,5,Bxo,&beta;,0,0,0,0,
11418,2012-02-15,A,10,6,Bxo,&beta;,0,0,0,0,
11418,2012-02-16,P,,0,,,0,0,0,0,
11418,2012-02-17,P,,0,,,0,0,0,0,
11418,2012-02-18,A,10,5,Bxo,&beta;,0,0,0,1,
11418,2012-02-19,A,30,5,Cro,&beta;,0,0,0,0,
11418,2012-02-20,A,20,3,Cso,&beta;,0,0,0,1,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11419,2012-02-11,,,,,,8,0,0,11,
11419,2012-02-12,,,,,,3,0,0,8,
11419,2012-02-13,A,80,4,Cso,&beta;,0,0,0,1,
11419,2012-02-14,A,60,2,Cso,&beta;,0,0,0,0,
11419,2012-02-15,A,70,2,Dsi,&beta;,0,0,0,0,
11419,2012-02-16,A,50,2,Dso,&beta;,0,0,0,0,
11419,2012-02-17,A,60,3,Cso,&beta;,0,0,0,0,
11419,2012-02-18,A,40,6,Cso,&beta;,0,0,0,1,
11419,2012-02-19,A,30,4,Cso,&beta;,0,0,0,0,
11419,2012-02-20,A,20,3,Cso,&beta;,0,0,0,0,
11419,2012-02-21,A,20,3,Cro,&beta;,0,0,0,0,
11419,2012-02-22,A,10,1,Axx,&alpha;,0,0,0,0,
11419,2012-02-23,P,,0,,,0,0,0,0,
11419,2012-02-24,P,,0,,,0,0,0,0,
11419,2012-02-25,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11420,2012-02-13,A,50,1,Hsx,&alpha;,0,0,0,0,
11420,2012-02-14,A,110,1,Hsx,&alpha;,0,0,0,0,
11420,2012-02-15,A,90,1,Hsx,&alpha;,0,0,0,0,
11420,2012-02-16,A,70,1,Hsx,&alpha;,0,0,0,0,
11420,2012-02-17,A,80,1,Hsx,&alpha;,0,0,0,1,
11420,2012-02-18,A,90,1,Hsx,&alpha;,0,0,0,0,
11420,2012-02-19,A,80,1,Hsx,&alpha;,0,0,0,0,
11420,2012-02-20,A,70,1,Hsx,&alpha;,0,0,0,0,
11420,2012-02-21,A,60,2,Cso,&beta;,0,0,0,0,
11420,2012-02-22,A,40,1,Hrx,&alpha;,0,0,0,0,
11420,2012-02-23,A,30,1,Hrx,&alpha;,0,0,0,0,
11420,2012-02-24,A,30,1,Hrx,&alpha;,0,0,0,0,
11420,2012-02-25,A,10,1,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11421,2012-02-18,,,,,,0,0,0,2,
11421,2012-02-19,A,10,2,Axx,&alpha;,0,0,0,0,
11421,2012-02-20,A,10,2,Axx,&alpha;,1,0,0,1,
11421,2012-02-21,A,30,2,Cro,&beta;,0,0,0,0,
11421,2012-02-22,A,20,4,Bxo,&beta;,0,0,0,0,
11421,2012-02-23,P,,0,,,0,0,0,1,
11421,2012-02-24,A,0,1,Axx,&alpha;,0,0,0,0,
11421,2012-02-25,P,,0,,,0,0,0,1,
11421,2012-02-26,P,,0,,,1,0,0,1,
11421,2012-02-27,P,,0,,,0,0,0,0,
11421,2012-02-28,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11422,2012-02-18,,,,,,0,0,0,1,
11422,2012-02-19,,,,,,1,0,0,4,
11422,2012-02-20,A,60,10,Dai,&beta;,2,0,0,4,
11422,2012-02-21,A,240,12,Dai,&beta;,1,0,0,4,
11422,2012-02-22,A,330,15,Dsi,&beta;,0,0,0,1,
11422,2012-02-23,A,240,10,Dsi,&beta;,0,0,0,0,
11422,2012-02-24,A,130,9,Cao,&beta;,0,0,0,0,
11422,2012-02-25,A,150,4,Cao,&beta;,0,0,0,2,
11422,2012-02-26,A,180,3,Cao,&beta;,0,0,0,2,
11422,2012-02-27,A,150,3,Cao,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11423,2012-02-21,,,,,,0,0,0,1,
11423,2012-02-22,,,,,,0,0,0,0,
11423,2012-02-23,,,,,,0,0,0,1,
11423,2012-02-24,A,120,1,Hsx,&alpha;,0,0,0,1,
11423,2012-02-25,A,110,1,Hsx,&alpha;,0,0,0,0,
11423,2012-02-26,A,90,1,Hsx,&alpha;,0,0,0,1,
11423,2012-02-27,A,90,1,Hsx,&alpha;,0,0,0,0,
11423,2012-02-28,A,100,1,Hsx,&alpha;,0,0,0,1,
11423,2012-02-29,A,110,1,Hsx,&alpha;,0,0,0,1,
11423,2012-03-01,A,120,1,Hsx,&alpha;,1,0,0,1,
11423,2012-03-02,A,90,1,Hsx,&alpha;,0,0,0,0,
11423,2012-03-03,A,80,1,Hsx,&alpha;,0,0,0,0,
11423,2012-03-04,A,80,1,Hsx,&alpha;,0,0,0,0,
11423,2012-03-05,A,70,1,Hsx,&alpha;,0,0,0,0,
11423,2012-03-06,A,120,1,Hsx,&alpha;,0,0,0,0,
11423,2012-03-07,A,30,1,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11424,2012-02-24,,,,,,0,0,0,2,
11424,2012-02-25,A,30,1,Hrx,&alpha;,0,0,0,0,
11424,2012-02-26,A,30,2,Cso,&beta;,0,0,0,0,
11424,2012-02-27,A,20,1,Hrx,&alpha;,0,0,0,0,
11424,2012-02-28,A,10,1,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11425,2012-02-21,,,,,,0,0,0,1,
11425,2012-02-22,,,,,,0,0,0,0,
11425,2012-02-23,,,,,,0,0,0,0,
11425,2012-02-24,,,,,,0,0,0,0,
11425,2012-02-25,,,,,,0,0,0,0,
11425,2012-02-26,,,,,,0,0,0,0,
11425,2012-02-27,A,10,1,Hrx,&alpha;,0,0,0,0,
11425,2012-02-28,A,10,1,Axx,&alpha;,0,0,0,0,
11425,2012-02-29,A,10,1,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11426,2012-02-26,,,,,,0,0,0,2,
11426,2012-02-27,A,20,2,Dro,&beta;,0,0,0,0,
11426,2012-02-28,A,10,2,Bxo,&beta;,0,0,0,1,
11426,2012-02-29,A,10,3,Bxo,&beta;,0,0,0,0,
11426,2012-03-01,A,10,1,Axx,&alpha;,0,0,0,0,
11426,2012-03-02,P,,0,,,0,0,0,0,
11426,2012-03-03,P,,0,,,0,0,0,0,
11426,2012-03-04,P,,0,,,0,0,0,0,
11426,2012-03-05,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11427,2012-02-24,,,,,,0,0,0,2,
11427,2012-02-25,,,,,,0,0,0,1,
11427,2012-02-26,,,,,,0,0,0,0,
11427,2012-02-27,,,,,,0,0,0,1,
11427,2012-02-28,,,,,,0,0,0,3,
11427,2012-02-29,,,,,,0,0,0,4,
11427,2012-03-01,,,,,,0,0,0,2,
11427,2012-03-02,A,20,3,Cro,&beta;,0,0,0,0,
11427,2012-03-03,A,20,3,Cro,&beta;,1,0,0,1,
11427,2012-03-04,A,20,3,Cro,&beta;,1,0,0,1,
11427,2012-03-05,A,10,2,Bxo,&beta;,0,0,0,0,
11427,2012-03-06,P,,0,,,0,0,0,0,
11427,2012-03-07,P,,0,,,0,0,0,0,
11427,2012-03-08,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
11428,2012-03-03,,,,,,0,0,0,1,
11428,2012-03-04,A,40,4,Cro,&beta;,0,0,0,0,
11428,2012-03-05,A,70,6,Dso,&beta;,0,0,0,0,
11428,2012-03-06,A,250,14,Dai,&beta;,0,0,0,0,
11428,2012-03-07,A,250,17,Dai,&beta;,0,0,0,0,
11428,2012-03-08,A,300,16,Dko,&beta;,2,0,0,2,
11428,2012-03-09,A,180,8,Dao,&beta;,1,0,0,1,
